Lat,Long
39.12132797,-87.35696512
39.12132797,-87.35606749
39.12125833,-87.3618123
39.12125833,-87.36100444
39.12125833,-87.36091468
39.12125833,-87.36082491
39.12125833,-87.36073515
39.12125833,-87.36064539
39.12125833,-87.36055562
39.12125833,-87.36046586
39.12125833,-87.3603761
39.12125833,-87.36028634
39.12125833,-87.36019657
39.12125833,-87.36010681
39.12125833,-87.36001705
39.12125833,-87.35992729
39.12125833,-87.35983752
39.12125833,-87.35974776
39.12125833,-87.359658
39.12125833,-87.35956823
39.12125833,-87.35750369
39.12125833,-87.35741393
39.12125833,-87.35732417
39.12125833,-87.35687535
39.12125833,-87.35606749
39.12118869,-87.36172254
39.12118869,-87.36055562
39.12118869,-87.35947847
39.12118869,-87.35938871
39.12118869,-87.35929895
39.12118869,-87.35920918
39.12118869,-87.35911942
39.12118869,-87.35902966
39.12118869,-87.3572344
39.12118869,-87.35678559
39.12118869,-87.35606749
39.12111906,-87.36172254
39.12111906,-87.36055562
39.12111906,-87.3589399
39.12111906,-87.35885013
39.12111906,-87.35876037
39.12111906,-87.35714464
39.12111906,-87.35705488
39.12111906,-87.35696512
39.12111906,-87.35687535
39.12111906,-87.35678559
39.12111906,-87.35669583
39.12111906,-87.35606749
39.12104942,-87.36172254
39.12104942,-87.36055562
39.12104942,-87.35867061
39.12104942,-87.35669583
39.12104942,-87.35660606
39.12104942,-87.35606749
39.12097978,-87.36163278
39.12097978,-87.36055562
39.12097978,-87.36019657
39.12097978,-87.35858084
39.12097978,-87.35660606
39.12097978,-87.3565163
39.12097978,-87.35606749
39.12091015,-87.36217135
39.12091015,-87.36208159
39.12091015,-87.36199183
39.12091015,-87.36190207
39.12091015,-87.3618123
39.12091015,-87.36172254
39.12091015,-87.36163278
39.12091015,-87.36154302
39.12091015,-87.36145325
39.12091015,-87.36136349
39.12091015,-87.36127373
39.12091015,-87.36118396
39.12091015,-87.3610942
39.12091015,-87.36100444
39.12091015,-87.36091468
39.12091015,-87.36082491
39.12091015,-87.36073515
39.12091015,-87.36064539
39.12091015,-87.36055562
39.12091015,-87.36046586
39.12091015,-87.3603761
39.12091015,-87.36028634
39.12091015,-87.36019657
39.12091015,-87.36010681
39.12091015,-87.36001705
39.12091015,-87.35992729
39.12091015,-87.35983752
39.12091015,-87.35974776
39.12091015,-87.359658
39.12091015,-87.35956823
39.12091015,-87.35947847
39.12091015,-87.35938871
39.12091015,-87.35929895
39.12091015,-87.35920918
39.12091015,-87.35911942
39.12091015,-87.35902966
39.12091015,-87.3589399
39.12091015,-87.35885013
39.12091015,-87.35876037
39.12091015,-87.35867061
39.12091015,-87.35858084
39.12091015,-87.35849108
39.12091015,-87.35840132
39.12091015,-87.35831156
39.12091015,-87.35822179
39.12091015,-87.35813203
39.12091015,-87.35804227
39.12091015,-87.35795251
39.12091015,-87.35786274
39.12091015,-87.35777298
39.12091015,-87.35768322
39.12091015,-87.35759345
39.12091015,-87.35750369
39.12091015,-87.35741393
39.12091015,-87.35732417
39.12091015,-87.3572344
39.12091015,-87.35714464
39.12091015,-87.35705488
39.12091015,-87.35696512
39.12091015,-87.3565163
39.12091015,-87.35642654
39.12091015,-87.35606749
39.12084051,-87.36217135
39.12084051,-87.36163278
39.12084051,-87.36055562
39.12084051,-87.35687535
39.12084051,-87.35678559
39.12084051,-87.35669583
39.12084051,-87.35660606
39.12084051,-87.3565163
39.12084051,-87.35642654
39.12084051,-87.35633678
39.12084051,-87.35606749
39.12077087,-87.36226112
39.12077087,-87.36208159
39.12077087,-87.36163278
39.12077087,-87.36064539
39.12077087,-87.35624701
39.12077087,-87.35597773
39.12070124,-87.36235088
39.12070124,-87.36199183
39.12070124,-87.36163278
39.12070124,-87.36073515
39.12070124,-87.35615725
39.12070124,-87.35588796
39.1206316,-87.36244064
39.1206316,-87.36190207
39.1206316,-87.36163278
39.1206316,-87.36082491
39.1206316,-87.35606749
39.1206316,-87.35588796
39.12056196,-87.36253041
39.12056196,-87.3618123
39.12056196,-87.36163278
39.12056196,-87.36082491
39.12056196,-87.35597773
39.12056196,-87.35588796
39.12049233,-87.36262017
39.12049233,-87.36172254
39.12049233,-87.36163278
39.12049233,-87.36082491
39.12049233,-87.36073515
39.12049233,-87.35588796
39.12049233,-87.3557982
39.12042269,-87.36270993
39.12042269,-87.36172254
39.12042269,-87.36163278
39.12042269,-87.36082491
39.12042269,-87.36073515
39.12042269,-87.3557982
39.12042269,-87.35570844
39.12035305,-87.36270993
39.12035305,-87.36262017
39.12035305,-87.36253041
39.12035305,-87.36244064
39.12035305,-87.36235088
39.12035305,-87.36226112
39.12035305,-87.36217135
39.12035305,-87.36208159
39.12035305,-87.36199183
39.12035305,-87.36190207
39.12035305,-87.3618123
39.12035305,-87.36172254
39.12035305,-87.36163278
39.12035305,-87.36154302
39.12035305,-87.36145325
39.12035305,-87.36136349
39.12035305,-87.36127373
39.12035305,-87.36118396
39.12035305,-87.3610942
39.12035305,-87.36100444
39.12035305,-87.36091468
39.12035305,-87.36082491
39.12035305,-87.36073515
39.12035305,-87.36064539
39.12035305,-87.36055562
39.12035305,-87.36046586
39.12035305,-87.3603761
39.12035305,-87.36028634
39.12035305,-87.36019657
39.12035305,-87.36010681
39.12035305,-87.36001705
39.12035305,-87.35992729
39.12035305,-87.35983752
39.12035305,-87.35974776
39.12035305,-87.359658
39.12035305,-87.35956823
39.12035305,-87.35947847
39.12035305,-87.35938871
39.12035305,-87.35929895
39.12035305,-87.35920918
39.12035305,-87.35911942
39.12035305,-87.35902966
39.12035305,-87.3589399
39.12035305,-87.35885013
39.12035305,-87.35876037
39.12035305,-87.35867061
39.12035305,-87.35858084
39.12035305,-87.35849108
39.12035305,-87.35840132
39.12035305,-87.35831156
39.12035305,-87.35822179
39.12035305,-87.35813203
39.12035305,-87.35804227
39.12035305,-87.35795251
39.12035305,-87.35786274
39.12035305,-87.35777298
39.12035305,-87.35768322
39.12035305,-87.35759345
39.12035305,-87.35750369
39.12035305,-87.35741393
39.12035305,-87.35732417
39.12035305,-87.3572344
39.12035305,-87.35714464
39.12035305,-87.35705488
39.12035305,-87.35696512
39.12035305,-87.35687535
39.12035305,-87.35678559
39.12035305,-87.35669583
39.12035305,-87.35660606
39.12035305,-87.3565163
39.12035305,-87.35642654
39.12035305,-87.35633678
39.12035305,-87.35624701
39.12035305,-87.35615725
39.12035305,-87.35606749
39.12035305,-87.35597773
39.12035305,-87.35588796
39.12035305,-87.3557982
39.12028342,-87.36208159
39.12028342,-87.36172254
39.12028342,-87.36154302
39.12028342,-87.36100444
39.12028342,-87.36091468
39.12028342,-87.35920918
39.12028342,-87.35911942
39.12028342,-87.35902966
39.12028342,-87.3589399
39.12028342,-87.35885013
39.12028342,-87.35876037
39.12028342,-87.35867061
39.12028342,-87.35858084
39.12028342,-87.35849108
39.12021378,-87.36199183
39.12021378,-87.36163278
39.12021378,-87.36154302
39.12021378,-87.36145325
39.12021378,-87.36136349
39.12021378,-87.36127373
39.12021378,-87.36118396
39.12021378,-87.3610942
39.12021378,-87.36100444
39.12021378,-87.36091468
39.12021378,-87.36082491
39.12021378,-87.36073515
39.12021378,-87.36064539
39.12021378,-87.36055562
39.12021378,-87.36046586
39.12021378,-87.3603761
39.12021378,-87.36028634
39.12021378,-87.36019657
39.12021378,-87.36010681
39.12021378,-87.36001705
39.12021378,-87.35992729
39.12021378,-87.35983752
39.12021378,-87.35974776
39.12021378,-87.359658
39.12021378,-87.35956823
39.12021378,-87.35947847
39.12021378,-87.35938871
39.12021378,-87.35929895
39.12014414,-87.36190207
39.12014414,-87.36154302
39.12014414,-87.36145325
39.12014414,-87.36118396
39.12014414,-87.3610942
39.1200745,-87.36190207
39.1200745,-87.3618123
39.1200745,-87.36172254
39.1200745,-87.36163278
39.1200745,-87.36154302
39.1200745,-87.36145325
39.1200745,-87.36127373
39.1200745,-87.36118396
39.12000487,-87.3618123
39.12000487,-87.36172254
39.12000487,-87.36163278
39.12000487,-87.36154302
39.12000487,-87.36145325
39.12000487,-87.36136349
39.12000487,-87.36127373
39.11993523,-87.36208159
39.11993523,-87.36199183
39.11993523,-87.36190207
39.11986559,-87.36217135
39.11979596,-87.36226112
39.11972632,-87.36235088
39.11965668,-87.36244064
39.11958705,-87.36262017
39.11958705,-87.36253041
